Class,Description,GroupValue,Renewal Prob,Number of Months from First Unlock
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,7,0.378931,14.017635
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,8,0.403139,13.987764
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,9,0.422449,13.863527
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,10,0.414876,13.766268
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,11,0.44985,13.736983
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,12,0.479638,13.692722
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,13,0.493435,13.858543
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,14,0.487585,13.700617
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,15,0.51772,13.650298
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,16,0.513783,13.576751
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,17,0.496954,13.632224
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,18,0.557944,13.616415
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,19,0.512563,13.682353
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,20,0.569745,13.287931
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,21,0.574492,13.599214
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,22,0.593548,13.278986
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,23,0.593564,13.331325
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,24,0.602923,13.347475
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,25,0.595269,13.291391
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,26,0.619253,13.141531
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,27,0.638199,12.992701
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,28,0.629934,13.45953
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,29,0.666065,13.01626
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,30,0.625678,13.16185
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,31,0.672131,13.070122
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,32,0.65996,13.021341
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,33,0.674,13.281899
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,34,0.6875,13.234266
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,35,0.709184,13.093525
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,36,0.706806,13.133333
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,37,0.690141,13.004082
logins,Number of 'Portal/App logins' events recorded for the employee during the observation window.,38,0.733533,13.110204
